,release_date,track_id,track_name,track_rating,artist_id,artist_name,album_id,album_name,genre,lyrics
554,2012-10-09,86526136,Thrift Shop - feat. Wanz,90,13869016,Macklemore & Ryan Lewis,20974807,The Heist,Alternative Rap,"Hey, Macklemore, can we go thrift shopping?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
What? What? What? What?
Oh!
Oh!
Ow!

I'm gonna pop some tags
Only got 20 dollars in my pocket
I'm, I'm, I'm hunting, looking for a come up
This is fucking awesome

Now, walk into the club like, ""What up? I got a big cock""
Nah, I'm just pumped, I bought some shit from a thrift shop
Ice on the fringe is so damn frosty
The people like, ""Damn, that's a cold-ass honky""
Rolling in hella deep, headed to the mezzanine
Dressed in all pink 'cept my gator shoes, those are green
Draped in a leopard mink, girl standing next to me
Probably shoulda washed this, smells like R. Kelly's sheets (piss)
But shit, it was 99 cents (bag it)

Copping it, washing it, 'bout to go and get some compliments
Passing up on those moccasins, someone else's been walking in
Bummy and grudgy, fucking it, I am stunting and flossing and
Saving my money and I'm hella happy, that's a bargain bitch
I'ma take your grandpa's style
I'ma take your grandpa's style
...

******* This Lyrics is NOT for Commercial use *******"
555,2012-01-01,87181809,Radioactive,91,13895270,Imagine Dragons,21084425,Night Visions,Alternative,"I'm waking up to ash and dust
I wipe my brow, and I sweat my rust
I'm breathing in the chemicals

I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse, woah

I'm waking up
I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

Woah-oh-oh-oh, oh
Whoa-oh-oh-oh, I'm
Radioactive, radioactive
Whoa-oh-oh-oh, oh
Whoa-oh-oh-oh, I'm
Radioactive, radioactive
...

******* This Lyrics is NOT for Commercial use *******"
556,2014-10-15,78685155,ハーレム・シェイク,37,14310885,Baauer,20263531,Halloween Party AgeAge Hits,R&B/Soul,"Con los terroristas
Do the Harlem Shake
Ey (Ey)
Con los terroristas
Ey (Ey)
Ey (Ey)

Ey (Ey)
...

******* This Lyrics is NOT for Commercial use *******"
557,2012-10-09,85469005,Can't Hold Us (feat. Ray Dalton),91,54279828,"Macklemore & Ryan Lewis feat. Macklemore, Ryan Lewis & Ray Dalton",20974807,The Heist,Pop,"Hey, hey, hey
Good to see you
Come on, dude, let's go
Yeah! Let's go!
Ha-ha-ha-ha alright
Alright, okay
Uh, alright, okay
Alright, okay

Return of the Mack
Get 'em, what it is, what it does, what it is, what it isn't
Looking for a better way to get up out of bed
Instead of getting on the Internet
And checking on who hit me, get up
Thrift shop, pimp-strut walkin'
Little bit of humble, little bit of cautious
Somewhere between like Rocky and Cosby
Sweater game, nope-nope, y'all can't copy

Yeah, bad, moonwalking, this here is our party
My posse's been on Broadway, and we did it our way
Grown music, I shed my skin and put my bones
Into everything I record to it and yet I'm on
Let that stage light go and shine on down
Got that Bob Barker suit game and plinko in my style
Money, stay on my craft and stick around for those pounds
But I do that to pass the torch and put on for my town

Trust me, on my I-N-D-E-P-E-N-D-E-N-T shit, hustlin'
Chasing dreams since I was 14
With the four-track, bussin'
Halfway cross that city with the backpack
Fat cat, crushing labels out here, nah, they can't tell me nothin'
We give that to the people, spread it across the country
Labels out here, nah, they can't tell me nothin'
We give it to the people, spread it across the country

...

******* This Lyrics is NOT for Commercial use *******"
558,2013-03-15,19659086,Mirrors,91,22681,Justin Timberlake,14319349,The 20/20 Experience,Pop/Rock,"Aren't you somethin' to admire?
'Cause your shine is somethin' like a mirror
And I can't help but notice
You reflect in this heart of mine
If you ever feel alone and
The glare makes me hard to find
Just know that I'm always
Parallel on the other side

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the glass
I'll be there to pull you through
You just gotta be strong

'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along

It's like you're my mirror (oh-oh)
My mirror staring back at me (oh-oh, oh-oh, oh-oh)
I couldn't get any bigger (oh-oh)
With anyone else beside me (oh-oh, oh-oh, oh-oh)
And now it's clear as this promise
That we're makin'
Two reflections into one
'Cause it's like you're my mirror (oh-oh)
My mirror staring back at me, staring back at me

Aren't you somethin', an original?
'Cause it doesn't seem merely assembled
And I can't help but stare
'Cause I see truth somewhere in your eyes
Ooh, I can't ever change without you
You reflect me, I love that about you
And if I could
I would look at us all the time

'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the past
I'm here tryna pull you through
...

******* This Lyrics is NOT for Commercial use *******"
559,2012-12-05,18996919,When I Was Your Man,92,33492237,Bruno Mars,14278344,Unorthodox Jukebox,Pop,"Same bed but it feels just a little bit bigger now
Our song on the radio but it don't sound the same
When our friends talk about you
All it does is just tear me down
'Cause my heart breaks a little
When I hear your name

It all just sounds like ooh-ooh, ooh-ooh
Mmm, too young, too dumb to realize

That I should've bought you flowers
And held your hand
Should've gave you all my hours
When I had the chance
Take you to every party
'Cause all you wanted to do was dance
Now my baby's dancing
But she's dancing with another man
...

******* This Lyrics is NOT for Commercial use *******"
560,2013-01-01,31991596,Roar,92,190034,Katy Perry,11338198,PRISM,Pop,"I used to bite my tongue and hold my breath
Scared to rock the boat and make a mess
So I sat quietly, agreed politely
I guess that I forgot I had a choice
I let you push me past the breaking point
I stood for nothing, so I fell for everything

You held me down, but I got up (hey)
Already brushing off the dust
You hear my voice, you hear that sound
Like thunder, gonna shake the ground
You held me down, but I got up (hey)
Get ready 'cause I've had enough
I see it all, I see it now

I got the eye of the tiger, a fighter
Dancing through the fire
'Cause I am a champion, and you're gonna hear me roar
Louder, louder than a lion
'Cause I am the champion, and you're gonna hear me roar

Oh-oh-oh-oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh
...

******* This Lyrics is NOT for Commercial use *******"
561,2012-12-05,18996915,Locked out of Heaven,92,33492237,Bruno Mars,14278344,Unorthodox Jukebox,Pop,"One, two, one, two, three
Oh, yeah, yeah
Oh, yeah, yeah, yeah, yeah (ooh)
Oh, yeah, yeah
Oh, yeah, yeah, yeah, yeah (ooh)

Never had much faith in love or miracles (ooh)
Never wanna put my heart on the line (ooh)
But swimmin' in your water's something spiritual (ooh)
I'm born again every time you spend the night (ooh)

'Cause your sex takes me to paradise
Yeah, your sex takes me to paradise
And it shows
Yeah, yeah, yeah

'Cause you make me feel like
I've been locked out of heaven
For too long, for too long
Yeah, you make me feel like
...

******* This Lyrics is NOT for Commercial use *******"
562,2012-01-01,31447469,Ho Hey,90,13893524,The Lumineers,14192874,The Lumineers,Alternative Folk,"(Ho!)
(Hey!)
(Ho!)
(Hey!)

(Ho!) I've been tryin' to do it right
(Hey!) I've been livin' a lonely life
(Ho!) I've been sleepin' here instead
(Hey!) I've been sleepin' in my bed
(Ho!) Sleepin' in my bed
(Hey!)
(Ho!)

(Ho!) So show me family
(Hey!) All the blood that I will bleed
(Ho!) I don't know where I belong
(Hey!) I don't know where I went wrong
(Ho!) But I can write a song
(Hey!) Two, three
...

******* This Lyrics is NOT for Commercial use *******"
563,2013-01-01,123696252,Royals,91,41033595,Lorde,25244435,Pure Heroine,Electronic,"I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In the torn-up town, no post code envy

But every song's like gold teeth, Grey Goose, trippin' in the bathroom
Blood stains, ball gowns, trashin' the hotel room

We don't care, we're driving Cadillacs in our dreams

But everybody's like Cristal, Maybach, diamonds on your time piece
Jet planes, islands, tigers on a gold leash
We don't care, we aren't caught up in your love affair

And we'll never be royals (royals)
It don't run in our blood
That kind of lux just ain't for us
We crave a different kind of buzz
Let me be your ruler (ruler)
You can call me Queen Bee
...

******* This Lyrics is NOT for Commercial use *******"
564,2012-10-22,18512445,I Knew You Were Trouble.,91,259675,Taylor Swift,14260690,Red,Country,"Once upon a time, a few mistakes ago
I was in your sights, you got me alone
You found me, you found me, you found me, e-e-e-e
I guess you didn't care and I guess I liked that
And when I fell hard, you took a step back
Without me, without me, without me, e-e-e-e

And he's long gone when he's next to me
And I realize the blame is on me

'Cause I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
'Til you put me down, oh
I knew you were trouble when you walked in
So shame on me now
Flew me to places I'd never been
Now I'm lying on the cold hard ground
Oh, oh, trouble, trouble, trouble
Oh, oh, trouble, trouble, trouble

...

******* This Lyrics is NOT for Commercial use *******"
565,2013-10-04,32109806,We Can't Stop,91,224210,Miley Cyrus,11344904,Bangerz,Contemporary R&B,"It's our party, we can do what we want
It's our party, we can say what we want
It's our party, we can love who we want
We can kiss who we want
We can screw who we want
It's our party, we can do what we want
It's our party, we can say what we want
It's our party, we can love who we want
We can kiss who we want
We can screw who we want

Red cups and sweaty bodies everywhere
Hands in the air like we don't care
'Cause we came to have so much fun now
Bet somebody here might get some now
If you're not ready to go home
Can I get a ""hell no""?
'Cause we gonna go all night
'Till we see the sunlight, alright (Hey, hey, hey)

So la-da-di-da-di, we like to party
Dancing with Molly
Doing whatever we want
This is our house
This is our rules

And we can't stop
And we won't stop
Can't you see it's we who own the night?
...

******* This Lyrics is NOT for Commercial use *******"
566,2013-10-04,32109810,Wrecking Ball,91,224210,Miley Cyrus,11344904,Bangerz,Pop,"We clawed, we chained our hearts in vain
We jumped, never asking why
We kissed, I fell under your spell
A love no one could deny

Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me

I put you high up in the sky
And now, you're not coming down
It slowly turned, you let me burn
And now, we're ashes on the ground
...

******* This Lyrics is NOT for Commercial use *******"
567,2013-01-01,32107398,Wake Me Up,91,33491981,Avicii,11326966,True,Electronic,"Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start

They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well, that's fine by me

So wake me up when it's all over
When I'm wiser and I'm older
All this time, I was finding myself, and I
Didn't know I was lost

...

******* This Lyrics is NOT for Commercial use *******"
568,2013-01-15,85336544,Suit & Tie featuring JAY Z - Radio Edit,63,22681,Justin Timberlake,20965468,Suit & Tie featuring JAY Z,Pop,"I can't wait til I get you on the floor, good-looking
Going out so hot, just like an oven
And I'll burn myself, but just had to touch it
It's so fly and it's all mine

Hey baby, we don't mind all the watching
Cause if they study close, real close
They might learn something
She ain't nothing but a little doozy when she does it
She's so fly tonight

And as long as I've got my suit and tie
I'mma leave it all on the floor tonight
And you got fixed up to the nines
Let me show you a few things

All pressed up in black and white
And you're dressed in that dress I like
Love is swinging in the air tonight
Let me show you a few things
Let me show you a few things

Show you a few things about love
While we're in the swing of love
Let me show you a few things
Show you a few things about love
Hey

Stop, let me get a good look at it
So thick, now I know why they call it a fatty
Shit so sick got a hit and picked up a habit
That's alright, cause you're all mine

Go on and show 'em who you call daddy
I guess they're just mad cause girl, they wish they had it
...

******* This Lyrics is NOT for Commercial use *******"
